refined_rfe,count
"vo, diarr",1
"diarr, vom",1
01804875233,1
"ever 1d,leg pain",1
leg [pain,1
allery??,1
01803870862,1
delayed,1
tsh low,1
b/l   ear wax,1
lower abd poain,1
lump in lower lip 2/52,1
abnormal gait  3/12,1
redness in lip,1
01804162715,1
"vomitong d1,loose stool 1d",1
01804800744,1
"r/s ll pain ,swelling blisters",1
01802805836,1
tonsilatis,1
loose stool x  2d,1
lump on r breast,1
lump ?,1
wo9rm,1
pain in r knee 1 d,1
01804471272,1
"loa,sleepy",1
01804885356,1
worm 01802751444trea,1
sty in upper eye lid,1
ab. pain 9 d,1
vom 4t no diarrhoera,1
ear pain ?,1
dog bite 1 week ago,1
vulval pruritus,1
plts -191,1
restless,1
"vomitting3times, uop less",1
eyue,1
vomitting 7 times,1
poor bowel habitds,1
joint pain   1/12,1
blister 2,1
bony protr,1
r01802808970,1
trauma to r/ head-1.20pm,1
trauma l ej x4d,1
"dusurea,loose stool",1
"dysurea,loose stool",1
sdns,1
arv 2nd dose ( delay 01 day),1
hit the head on a door handle,1
vomiting x 10 times,1
injury to iron wire,1
vomitting x 15 times,1
tags over the ear,1
26,1
bliasters3d,1
thirsty,1
sqarrel bite,1
vomiting several times. low uop,1
vomiting 4times loose stools low uop,1
iarrhoea,1
01803645785,1
heah,1
l/s ear pain 1w,1
rt parotitis,1
.worms,1
loosestools vomiting drowsy low uop,1
01804882312,1
loose stools  4d,1
r/sparotitis,1
r ear pain  2d  wax,1
vomiting 3 times today,1
01803958576,1
"vomiting,1 day , 6 times",1
limbing 1d,1
baby is sleepy,1
bl nasal polyps,1
vomi 4 times,1
dermatographism,1
"loose motion, vomitting ,",1
dark pig,1
red tounge,1
"vomiting,loose mlotion",1
bm,1
nasal ob,1
toe,1
oral trhush,1
trauma tor/ll,1
vomiting 8 times.,1
"ankle joint pain, swelling",1
loose motion 1 d,1
abn elbow joints,1
"b/l lymphaadenopathy,kelod -l/hand",1
b/l lymphaadenopathy,1
",tongue tie,rsh",1
0172002533501720025335,1
dark pigmentation,1
dermatiris,1
aj pains,1
ankel pain,1
"l/s sole swelling,pain",1
blood stainsd stool 3d,1
01804743480,1
loose stool/vomiting,1
01803843786,1
dogt bite,1
painb while gettin up,1
01804618211,1
01804499844,1
"lump l/s inguanal reagion,pain",1
lump r/s axilla,1
pain in groin region,1
"loa,poor eating",1
? trauma to r/ll,1
"vomiting,diarrhoea,2d,watery",1
"v,loose motions",1
nausea and loose stool,1
r/peri orbital swelling,1
vom2t,1
"vomiting , 2times",1
"vomiting , 6 times",1
vomiting x10times,1
2nd visit unplanned,1
h/o haematuria,1
hoaseness,1
eye sqint,1
01804335477,1
b/l knee jt pain 1year,1
phymosia,1
genitalia pain,1
01802923555,1
ear pain l,1
"vomiting,heavy head",1
"ab  pain, vomi",1
"vomiting, duiarr",1
vomiting /loose stool,1
vomited  twise,1
01804922670,1
esr 73,1
vom6t no d,1
pain inr kj,1
lump inguanil reagion,1
"l groin pain, ?ln",1
pamper rasg,1
tw toppled over-6.30pm-rta,1
reddish body,1
"diarrhoea,better now",1
ver 2 days,1
loose sttol 3 days,1
loosemotion 1 d,1
?trauma to perinium,1
plts 132,1
sh,1
trauma totoe 1 week ago pain and swelling+,1
pain along r/ul 1d,1
vomiting x5times,1
01803140100,1
lump r/s breast,1
eye dis at mornings,1
"vomiting, loose motins",1
head hit over a wall around 2 pm yesterday.,1
arv 2 dose,1
01803539731,1
poort vision,1
delay,1
"v,abd p",1
01804918066,1
undeer weight,1
uper limb pain,1
bol legs,1
[penile swelling,1
diarra,1
ln in l axillae,1
ab poain,1
vomiting and loose stools 2 times,1
trauma to r temporal area,1
"axillary ln, non tender",1
0180435313201804353132,1
redu. hearing r ear,1
loose stools vomi 1d,1
knee pain l,1
"vomiting , loose st",1
miting,1
n-74,1
"diarrhoea,?malaena",1
l/eye is smaller than r/eye,1
warts. palmer & planter,1
"ear pain,white stain inside the ear",1
b. asthma on inhalers,1
dysyria,1
vomiting  x 5times,1
"loose motion, nausea",1
le breast lump,1
"vom, dia",1
delayed milestone,1
g d  delay,1
soure thr,1
lum,1
treated as kawasaki disease,1
"loose stools, ankle pain 3/12",1
no   phymosis,1
dizziness 2/52,1
loose stools 1/52,1
pain abd,1
neivi,1
lump in abdomen,1
e wax,1
? visual imopairement,1
physiotherapy,1
sleep apnoea,1
lymphadsinitis,1
loos,1
dragging r/leg,1
v 3 t,1
lump behind the ear.,1
01802795326,1
supplementary repot,1
lower eye lid stye,1
01804933446,1
?haematurea,1
"adb.pain,diarrhoea",1
hb-5.7g/dl,1
plts 131--&gt; 125,1
genital trauma,1
t01804933727. v,1
vomiting 12 times,1
l tender ln,1
01803483500,1
dog bite 3 days ago( delayed presentation),1
lump shou,1
sjkin,1
eadr pain,1
rs-2/12,1
burn with l/eye,1
"pain in l/eye,tearing",1
niplle,1
?thyroid eng,1
arv 4th dosde,1
trauma 2d,1
arv  2nd visit,1
"l breast pain, lump,  admit",1
loose stools nausea,1
bo wlegs,1
enlarge parotid,1
not opening eyes,1
nos b,1
urteria,1
unplanned reveiw,1
"v, loose stools, rhinitis",1
"vom, loose stools",1
vomiting 3 times x 1hr,1
esr 58,1
01803596590,1
wound in ls heel,1
lump inguinal region,1
vom 5 times,1
trauma l/ej-8.30pm,1
01802893618abd,1
01804887295,1
burn injury to r/hand,1
sourev t,1
tangue tigh,1
spasms,1
injury to l/elbow,1
legs abnormalitty,1
01690016504,1
loose stools 1d,1
leg pains 2 months,1
k wire,1
vomiting  loos stools,1
loose motion sub orbital swelling,1
ly,1
l/s shoulder pain 2d,1
hallux varus,1
"vomiting 1d,",1
"leg pain, heel pain",1
trauma to l loin  1/52,1
pain and swelling in rs ankle,1
bo3 today,1
"heal pain, leg pain xweeks",1
vomiting at night,1
2n d dsoe,1
not  moving l/ll,1
"glossitis,nb",1
"diarrhoea,vomitng",1
hb 10.2 mg/dl,1
"diarrhoea , vomiting 1 da",1
"vomitng,and.pain,",1
trauma  r/ej,1
planter warts,1
01803093671,1
vomiting +,1
01804909131,1
on tr,1
walkig abnormality,1
a d h d,1
trauma r/body-3.30pm,1
sol,1
haematamasis today,1
stye?,1
appetite low,1
toothprob,1
pain in anus,1
plts 128,1
pain  in upper limb,1
r ear bleeding admit,1
"vomiting,diarrhoea, admit",1
r/ptosis,1
orthopa,1
b/l kj & aj pain,1
abn  lower  limb,1
perthes ds,1
pain in l eye,1
eye pain x6/12,1
vomiting 6 times today,1
doiarrhoea,1
abdominal -pain,1
lower limb pain >1yr.,1
bno  vomiting,1
high blood presure,1
woundes,1
"vomiting,loose stools  loa",1
swelliing under eyes,1
vomiting+++,1
injury to genitals,1
l ear dis.,1
ab. pain l side,1
r/loin to groin pain,1
"trisomy 21, anaemia",1
ortho[pae,1
ln post to r kj,1
loose stoo,1
01802443109,1
"vomiting++, 6times",1
swelling under eye. ? ant bite,1
vomitingn 5 times,1
"diarrhoea,low uop",1
irregular bowel habit,1
"vonm6t, abd distention",1
"repeated vomiting,drowsiness",1
weezuing,1
trauma nose -6.30am,1
"vomi, diarr",1
lump below l eye,1
"vomiting, no improvement with rx admit",1
l knee jt pain,1
trauma head x2d,1
"intermenstrual pain,",1
"loose motion 2days,",1
pain over pernium area,1
voumiting,1
trauha to l/han,1
"vomiting, loose stools 1 day",1
01802926475,1
arv 2na dose,1
periorbital swelling l/s,1
g b pain,1
01804032405,1
loose stools blood stained,1
i shoulder pain,1
01804910287,1
greenish l;oose stool 2 d,1
"l periorbital swelling, loose stools",1
enlarged thyroid,1
nasal allergy,1
ezxeema,1
trauma to l/eye with a ruler,1
stammering  resent,1
delay in study,1
pain r/s knee jt posterioly,1
arv 03rd dose,1
stage phobia ?,1
vomiting 5 times 1 day,1
pustuls on l eye lid,1
throat pain and nausea,1
"blisters,d",1
noising breathing,1
",nb",1
vomiyng,1
low   uop,1
pain i n l eye  - 3 d,1
diarrkhea,1
dragging l/leg  while walking,1
01802465128,1
aggresive beh.,1
"vomitting, gastritis",1
trauma tor/thumb,1
inguinal heria,1
heavy menses,1
wound 3d swelling,1
abd. distention loa,1
ln persist,1
"swelling,lump,pain tenderness",1
"vomiting,loose stool,vomiting 1d",1
unhealthy gum,1
01802684173,1
01803002623,1
pho todermatitis,1
"systolin m,rsh",1
bee bites,1
trauma to l/eyebrow area,1
abrasion on r/hand,1
assault  to hand,1
pain at perinium,1
pull injury r/ul,1
trauma to l/periotbital area,1
"blunt trauma,to l eye",1
"drowsiness,loa,",1
loose motion and worm +,1
rta pain in rs elbow and knee,1
01803599669,1
"sweat rsh,w",1
hard lump atl/ear2d,1
red eye -due to dust,1
l/s squint,1
menss,1
lump at ing.region,1
asbd.pain1d,1
tauma r hand,1
nodule in the eye lid,1
dog  bite-10pm,1
eosinophil high,1
l/kj monoarthrtis,1
ever2d vom 4t,1
01804820510,1
b/l thaleps,1
r nose,1
"squint-r,walking disorder",1
walkinhg disorder,1
trauma to  ear,1
jt pain r 1 mnth ( medial),1
gross  dev.delay,1
right nostril  bleeding,1
nappy rsh1d,1
01803716586,1
"sweat rsh,",1
buurning rsh-r/ll,1
traauma,1
"low markedly,l/s ll swollen warm,loa",1
pustular tonsillitis,1
"vom several times, ep pain,  sob",1
eye trauma yesterday,1
had uti,1
trauma r/arm,1
run over injury-7.30am,1
pain over l medial malleolous,1
",hit over door",1
vomitiing ++,1
l/s hernia,1
l/s ankle pain 2 weeks,1
blister-over l-eye,1
rsh=genital area,1
kelod,1
u8tg876,1
swearrsh,1
wounds allov erth boyd,1
wax ear,1
lump ower r eye lid,1
"loose stools 5 ,vomiting uop good",1
pruritus ear,1
"rhinitis, wounds",1
l/ kj pain 1 month,1
wounds 1wk,1
keloid-l/ankl;e,1
ear pain wax,1
sports injuryx8th,1
abnormal moments,1
gh vom2t,1
ti. vesi,1
ti vers,1
abnormal r thumb,1
pain in rs 2nd toe,1
herrnia,1
01804677969,1
swollen breast,1
dravat syndrome,1
ankal jt pain,1
pustule in l ear,1
nodule over the nose,1
"murmer,",1
bony lump  l wrist,1
01804829396,1
01804021481,1
abnormal eating,1
house pet squerrel bite 2pm on 7-05-2024,1
house squerrel bite 2pm on7th,1
palpitetion,1
vomiting/loose stools,1
01804829966,1
"sweat rsh,-2sd",1
trauma l/kj-9.30pm,1
?? lymphadinitis,1
?? l node,1
r/sanb pain-6/12,1
"multiple submandibular ln, healing pustules",1
pain inl inguinal region,1
pallor loa,1
trauma l eye brow,1
"hand injury, as opd",1
"sweatrsh,ringing/buzzing ear,",1
planned 2nd visit,1
swelling l eyelid,1
right hip pain 2m,1
?dysuria,1
ltestes atophied,1
r/ supra orbital oedeama 2 weeks,1
red urine,1
enlarged tyroid  5y,1
phlegm 3 weeks,1
"kj pain, limping",1
rbreast lump,1
pinna pain,1
a small lump at l/submandibular,1
house squeeral bite,1
"soe throat,poor apetite,low urine output",1
sudden onset weakness r/ ll 2d ago.,1
dysurera,1
rsh-3/12,1
lump-2/52,1
pain in r/ heel 1 month,1
mulivitamin overdose,1
lesion l/leg,1
"vision less,obese",1
knee jt pain swelling,1
wound 1 month,1
"sore throat,ear pain 2d",1
"both knee jt pain,wound",1
01803761368,1
respiratory disease,1
a ln behind the l/ear,1
wound  r/big toe,1
01804812400,1
"sob,ab breathing",1
inguinal ln swelling,1
lump on r nostrl,1
h r,1
r/ s patella region pain 3 days,1
vulval pai2/52,1
b/l e d,1
rat bite 2024.04.26,1
sudden weight loss,1
"v,warts",1
triosomy 21,1
triplegia,1
dplegia,1
lump in penis 2/12,1
wlorm,1
rta three wheeler,1
expholiation,1
trauma l humerus and ej,1
epidermolysis bullosa,1
thread in the nostril,1
sore ter,1
"growing pain ,poor wt gain",1
"diarrhoea,vomiting,4d,",1
l/s groin pain,1
redu hearing,1
joints pain 1 day,1
eye squant,1
trauma to upper eye lid,1
blow to leg,1
allergy to ear rings,1
both legs pain 1 mnth,1
sepsis ear,1
"loose stool,1d",1
01803462082,1
red vi,1
r ing her,1
sinus l/ear,1
lump -r/wrist,1
lump-r/inguinal area,1
adha,1
r/s  undesendent testes,1
unable toraise l/hand,1
vomiting today morning,1
r01804792206a,1
pararotid swelling 1d,1
er2d vom1t,1
stool mixed with sttol,1
loose stool mix with blood,1
stool with blood,1
swallowed a sea shel,1
not talking yet,1
spot-r/eye,1
small wound over l /shin,1
spot-r/eyelid,1
w.eye sty,1
lump on l/inguinal region,1
inguinal lymphadinitis,1
bno 6 d,1
pain and swollen both breasts,1
more sensitive to sounds,1
head 1 d,1
arv -2 nd dose,1
soreb tr,1
plts 101,1
abdominal [pain with haematuria,1
vomiting x 5times /.1/2 hr,1
lump at l/mandibular region,1
"joint pain ,",1
?trauma to l/arm,1
dark urine x1d,1
abd wall lump,1
aggrasive beh.,1
wpond,1
"ab. pain , vomit",1
mother tb,1
"ab. pain ,vomi",1
"diarrhoea, 2 days, 5 times today",1
histopathology supplementary report,1
01802733046,1
01802642494,1
trauma r/kj yesterday,1
l/s ll wound,1
"r/s elbow jt pain,no h/o trauma",1
hot tea burn at 10pm,1
b/l patella subluxation,1
skyphosis,1
urine report,1
abnormal behaviour 1m,1
toe pain,1
trauma l/eye -8pm yesterday,1
trauma l/ul-last night,1
"l/eye dx,tearing",1
keloid-l ankle,1
redu sub stool +,1
tsh  28 at birth,1
01802753887,1
aspiration at 12. 30 pm,1
burnoing pain,1
injury to r/sole,1
"diarhoea 2d,anorexia",1
d m d,1
leg pain 2 mon,1
sob loa,1
hip abnormality,1
orbital swelling l/s,1
gastiris,1
01802812063,1
vomittng 10 times today,1
dirhhoea 5t no vom,1
v ab p,1
trauma to r/brow,1
trap penis,1
parotid swelling 1w,1
`trauma to r/ul,1
bells palsey,1
tender lump l/ breast,1
"b pain,nausea,",1
trauma/injury right eye,1
injury to ll-2nd toe,1
impaired vision 2 weeks,1
"worm treatment, pain in l thigh",1
small abrasion in perineum,1
01802709673,1
r/ear trauma 8pm,1
dizzineess,1
right knee joint pain and swelling 1d,1
rt ear poor hearin g,1
01804806030,1
r hip paoin,1
mnd,1
trauma l/eye x 2d,1
sport injury to r ankle,1
motherntb +,1
wound both legs,1
noisy btreathing,1
trauma l /eye,1
pain l/s kj,1
poor gain ht,1
wuund,1
bitten ny a kitten,1
wound 1 week,1
ab .pain 5 d,1
suppl,1
smely r ear,1
vomi loose stool,1
"vomiting, dizziness",1
"burn wound, healing",1
loose motoon,1
rsh2/12,1
"sinusitis,,periorbital swelling",1
d m,1
"loose stool 2d,vomiting 1d",1
l/s lump submandibular reagion,1
titis media,1
pain in r kj  1 week,1
ain in r /kj,1
b/l inguanal ln,1
01802743441,1
kj  pain,1
arv 3dose,1
head turns to a side,1
downs,1
umbi granuloma,1
b/l llpain,1
r /hip pain,1
01804860409,1
07000302,1
ear paiun,1
abaration vaginal area,1
lymphaadenopathy-2/52,1
abdominal  painr,1
nausea loose stools 1d,1
poor vision and squint,1
bl/ear wax,1
"a  bpain,loose motion",1
"polyphagia,low",1
remov sutures,1
pain on a/j,1
trauma l/shoulder area-yesterday,1
trauma r/eye area 11am yesterday,1
periorbital swelling 1d,1
irritation in r/eye,1
throat irritation 1 month,1
eng.l/n,1
01804421160,1
vomiting loose stools 1d,1
arv 4rd dose,1
"loose stool 3d,vomiting 2d",1
diarrhoes  2d,1
01804852851,1
"bno 4d, abd distention",1
01700060096,1
ln in groin,1
rsh-generalized,1
stroentritis,1
lkoose motion,1
elder sibling had stepped on him,1
ing r pain,1
nystasm us,1
"st,nasal",1
earpainl/ear hearing loss,1
blisers,1
01804860623,1
trauma nose 12.30pm,1
pustules impetigo,1
"diarrhoea,wound",1
skiin rsh,1
"red eye,5/365",1
r/ axillary ln,1
exo,1
vom8t,1
b/l kj pain  1/12,1
diarroea 2,1
r/s large tonsil,1
multiple pain,1
01802937498,1
"r/eye dx,tearing",1
01802725000,1
mass in right hemithorax,1
multiple blue spots,1
pustule in throat,1
l/hernia?,1
01802615524,1
"vomiting, and diarrhoea",1
01803066321,1
rhinitis 1 month,1
r/undisended testis,1
rt en,1
mes,1
penile  swelling,1
heavy bleding,1
tender lymphadenopathy,1
mentrual pain,1
teaniea,1
lymphaadenopathy,1
bleeding ear,1
"blured vision,eye pain",1
loose motionb - 1 d,1
01804725685,1
subungual hematoma rs thumb,1
trauma r/ear on  21st,1
squirrel  bite,1
"v ,diarrhoea,",1
hh,1
e  haemo,1
lump behind the r/ ear 3d,1
diarrhea7d,1
zip entrapment -penis,1
"vomitng, diarr",1
lump sbmental,1
01803331337,1
01804862900,1
lvomitting,1
pain in the l/s leg,1
thyroid enlarged,1
lump at epigastrium,1
"swelling periorbital,swelling body",1
house maid knee,1
sore throat and l/ inguinal lump,1
small lump at r/breast,1
wt lose,1
uni lateral parotitis,1
diarrhoea & vomiting,1
sudden onset pain in the l/ear,1
pallor+++,1
rsh lip,1
"tender, enlarged  ln r side",1
01802757888,1
"loose stool,  vomiting x 1d",1
"vomiting,7 times",1
swelling b/l,1
worm  treat,1
abrasion on rs hand,1
devolopemental delay,1
pain in nostril,1
swealing  l parotid area 1 d,1
butten battery swallow,1
gastritis admit sos,1
"vomiting,1 day , 5 times",1
sialadenitis,1
abn men,1
spinal abn,1
dysphagia dysathria,1
pai9n,1
ln01802601664,1
0180483715901804837159,1
heart murmer ?,1
l/n englargement,1
wax in bl ears,1
right parotitis,1
l/kjn pain,1
b reast tenderness,1
trauma head on 9th,1
less weight gain,1
01802905792,1
trauma tol/tumb,1
severe pain on r/ aj,1
abd[paoin,1
loose stool1d,1
l/arm pain 2w,1
"abd p, d, v",1
01803688694,1
low wt.,1
"ear wax,",1
"vomiting,h/o head injury yesterday 4pm",1
ver1d vom 3tdiarrhoea,1
lump l ul,1
hae,1
wounds os elbows,1
01803833936,1
stray dog bite yesterday,1
house squrrel bite yesterday,1
sweat ash,1
01804385092hip jt laxity,1
01720025129,1
"inguinal hernia,peri  orbital swelling",1
broken upper jaw teeth,1
lump over ribs,1
wa,1
knee pain and swelling,1
seawt ra,1
b/l  breast pain,1
wound on ls 4th toe,1
01804811311,1
pain on rs leg,1
dog bite 11am tomorrow,1
right axillary pain,1
mua and right side ulnar gutter splint applied,1
rtax45min,1
abrasion on ls eyebrow,1
lyphadenopahy,1
r/rib pain,1
palpitaoins  around 2 pm,1
heat r,1
injured by an iron sheet,1
pain in 01803342433,1
dysurea urine albumin++,1
01804228664,1
l/s arm pain,1
disturbed sleep,1
hypopigmentation in hands,1
right breast lu,1
lupus nephritis,1
beh aviour sym,1
"diarrhoea,20 days,body pain",1
breast pain with   hitting,1
rsh-3/52,1
"diarrhoea,3 weeks,4times",1
atexia,1
r/lymphaademnopathy,1
ear rsh,1
bitten by a stray dog,1
"diarrhoea, bld stained",1
"eye pain, leg pain",1
early sty,1
abs=d pain,1
palpitation 2 d.,1
wound-l/arm,1
burning epi,1
loose motion blood stained,1
total amputation l/ big toe 5pm,1
requested admissiom,1
"loose motion, vomitting 5d",1
lt ing h,1
labial adesions,1
lump like lesion,1
gastro0,1
"vomiting,wound",1
abd paibn,1
woung,1
arv d2,1
"vom 10t,  diarrhoea2t,",1
allergy ??,1
01804845806,1
mendo,1
hemetamesis,1
motor development delay,1
sinus r/earlobe,1
run over to r/ ll,1
l/u hand swelling,1
trauma to r little toe,1
lump l/wrist,1
lympphaadenopathy,1
devolopmental delay,1
small lump on nose,1
"vomiting,loose motion,repeated voming",1
vomiting  4  times,1
aspiration ?,1
haemophilia a,1
loose stools 4 days,1
trauma to r/lateral maleolar region,1
walking withtiptoes ankle pain,1
tsh 80 at birth,1
pain in r /aj,1
01804844007,1
peri orbital swelling l/s,1
loweer anbd pain,1
lympadenitis,1
"vomiting,loosemtion",1
pain in rs shoulder.,1
4 motions/ day,1
swealing,1
redu. appetite,1
ab  pain 2 d,1
"ll pain, no swelling",1
esr  47,1
lt.sty,1
hyperpigmented,1
v-milk,1
rolled down over 4 steps,1
reapp. hernia,1
pain in right thumb,1
dog bite day 5,1
dog bite 36 hours ago,1
mood swings,1
numbness in r ll,1
breas pain,1
r/eye pain 1 month,1
sty early,1
01804887246sx,1
hip pan,1
loa loose stools,1
hit on a window,1
stray animal bite,1
vnb,1
trauma to r.eye,1
01690006166,1
boweing legs,1
traumator/eye,1
pain genital region,1
vomiting 1/2 hour duration,1
ab d pain 4m,1
o.w,1
pain admit,1
su removed,1
to remove sut,1
loose stools 12 days,1
jaskisb,1
remove su,1
swallowed a hair pin,1
h/ o dog bite,1
01805042957,1
squerrel bite on27-07-2024,1
growth -r/ear lobe,1
"tonsilitis,taenia",1
01805033568,1
kj pain>1/12,1
"eye pain,body pain",1
vomiting 5d at night,1
malabsorptoin,1
3ear,1
poor  learning,1
h.pain,1
warty lumps,1
01802830016,1
"vomiting, at night",1
"swallowed a battary around 2,00pm",1
persistant high esr,1
passing thread worms,1
trauma t,1
trauma l aj,1
loose motiopn 7 times day  5days,1
uss,1
arv 4th.,1
? warm gran.,1
ht murmur?,1
arv 2ndn dose,1
vision  poor,1
small wound on the penis,1
paasing dust like thing with urine,1
wound in the ear,1
"periorbital swelling d4, pit alba",1
hit his hand on desk,1
eo,1
squnit,1
"worms/other parasites,d",1
ankle joint swelling,1
ear  white,1
"v,w",1
"nausea,gestritis",1
01805050521,1
01804969705,1
vomittim,1
diarrhoea vomitting,1
trauma  r/ elbow,1
prepuse tight,1
ln inguinal ?,1
"ear pain,vomiting",1
"plts 67, need adission stat",1
involuntary eye movements 1y,1
bone pain 2m,1
? murmur,1
ring warm,1
blunt trauma/injury to nose,1
v dx,1
syst m,1
abd. opain  nausea,1
abd .pain,1
tiny nodule,1
l/leg pain 1 week,1
01802802783,1
um granu,1
01803062791,1
loose m otion,1
"diarrhoea,2d, bleeding pr admit",1
abies,1
eye imp,1
small burn injury,1
g b weakness,1
viral exanthem,1
swelling peni,1
nail problems,1
01804757720,1
penis small,1
sports injury l/leg yesterday,1
trauma l/ parietal area,1
01805044045,1
hernis,1
bow legs rv later,1
leg pain 3w,1
ear pain vertigo,1
vertigob,1
poor speaking,1
r ankle and heal pain,1
loose stools with?blood,1
regurgitatiog,1
suiral bite,1
shevng and sob,1
dysurea x 3d,1
ab. pain 1 month vomi,1
walking abnor,1
raash6/12,1
diarrhoeavomiting,1
ln at r/inguinal,1
mild  balanitis,1
bilateral leg pain,1
hrnia,1
ptosis  mouth deviation,1
ear pain . dizziness,1
delayed motor mile stones  poor wt gain,1
dysuria pain in glans penis,1
pain in hands,1
koliosis,1
l.ear pain,1
gassritis,1
rta pain in rs leg,1
post bmt,1
01803990959,1
dysmetria,1
generalised body weakness,1
partially treated tenia,1
hypopigmented lesion in r upper thigh,1
"tiredness,sob",1
r/s breast nodule pain,1
sore throaty,1
enlarge l ingunal ln with pain,1
red penis,1
pruritus 7 yrs,1
inquinal ln,1
01710447093,1
labial,1
plts-195,1
r/aj sprain today 3.00pm,1
vertigo3days,1
abd upper,1
"body pain, 1/12",1
01802801991,1
ingrowing nail,1
r/lnode eng,1
sin rsh,1
abd p. 2 months,1
dengue d1,1
milk,1
drowy,1
vomiting 9 times,1
? seizure dis,1
red r/eye,1
r loin npain 3d,1
r/kj  pain,1
plts 147,1
r/s ln enlment,1
? trauma to l/hip,1
blurred vi,1
veretigo,1
rloin pain,1
soure t.,1
abn.,1
"vomitting 4 times , loose motion",1
ear bll,1
suture emoval,1
rtender ln,1
r/shoulder joint pain 1m,1
?worm granuloma,1
l hip pain,1
01805017595,1
r/s inguianal region ln,1
tsh-22.2,1
mild pain ear,1
blood stains loose stools,1
abd.pai9n,1
eae,1
abd. p. 2 weeks vom,1
l/ej injury last night,1
gastroentriti,1
paroti,1
01804659397,1
trauma r/ul-yesterday,1
dog bite on 2024-07-05,1
rtyi,1
ln tender pos auri,1
wornm tr,1
gener ln,1
"add pain,vomiting,",1
"lymphaadenopathy,high plt",1
behav.,1
bi.sained stool,1
eue,1
01803023702,1
abdoninal pain,1
unsteady,1
keiloid,1
b/l lymphaadenopaty,1
r/axillaty ln,1
loose stools   2d,1
l/abd paibn,1
bleeding pr 1m,1
body pain 4d,1
wound r/middle toe,1
dentalk,1
e high,1
ab pqain,1
01720026028,1
01802458610,1
trauma by a ball,1
hit by a shoe,1
trauma to al/ear,1
trauma to l/thumb nail,1
need ab,1
dysuria and haematuria,1
lbowed,1
abd.paim,1
tonsiltis,1
h ead,1
sqi,1
seizures  3times a day,1
rat bte,1
lump in hand,1
trauma vulval region 7.30pm,1
trauma l eye 2d,1
jt pain  r/s,1
low urine out put,1
penetrating eye trauma,1
squarel bite,1
trauma to  l ll and head,1
rshh,1
? sexual assault,1
uti mild,1
sibiling,1
"loa, nausea",1
"diarrhoea,2/52",1
7d,1
murmur  ??,1
subman,1
abd upp,1
"vomitting, loose motion 2times",1
lump in the parotid region,1
01803196912,1
"worms, epi pain",1
lump eye,1
01802937357,1
dog bite on rs hand.,1
vaginal adisens,1
b/l ul pain,1
rta dental injury,1
wheezong,1
loose stools  abd. p.,1
palable ln,1
small geni org,1
remove sutures today,1
trauma .,1
knee jt pain 6m,1
"ear pain,st",1
right nasal bleeding,1
redness below r/eye 1d,1
sneezing/1m,1
hit by another studentto l/ loin reageon,1
minor trauma to mouth,1
sore tounge,1
lump appears while talking,1
01803514411,1
arv third dose,1
pain in rs elbow and knee,1
01804864286,1
trauma 2 weekas ago,1
"eye irritation,",1
01802895373,1
old wounds on bl ll,1
twisting injury rs ankle,1
"vom 3t,,  sob,  20days old baby",1
01804943502,1
01805077185,1
ix ror hb pathy,1
worts,1
lymph node englargement,1
hypopigmentation around l areola,1
diarrhoe  5,1
01802940674,1
brain tumor,1
"straining while passing urine ,",1
dog bite on 2024. 08. 13,1
dry plalms,1
diarrhea 1d,1
abdomnal pain,1
severe gestritis3/52,1
01804094090,1
wound multipal,1
prominant patella bone,1
pain r./breast,1
trauma to r/s head,1
01805071568,1
01802784494,1
01805036652,1
enlarge r ingunal  ln,1
worm tgr,1
nutrion,1
srotal p,1
? hip migration,1
severe tenia,1
radsh in genital area,1
vomiting  /abdominal apin,1
?sys m,1
"vomiting , epi pain",1
pulled shoulder,1
01690005275,1
arv 2 nd visit,1
single word,1
01804952339,1
pain in rs thigh and knee,1
assault around 9 am today,1
leg pain 1 month,1
abd paoin2d,1
01804217063,1
plt 169,1
"rn,v",1
abd behaviour,1
trauma to right knee yesterday,1
sub ment ln,1
ln ?,1
rt side temporal region swelling,1
seizure episode respiratory depression,1
vom 1t in the morning,1
stap,1
swelling l/eye,1
swelling -parotid gland-2d,1
ln enlarged inguinal,1
"vision ,w",1
pain over sternum,1
poor  r/vision,1
keeping l ll in abnormal position,1
external genital problem,1
bl.stained loose stools,1
hb-8.3,1
01804526265,1
vomiting/loose stool,1
l/s breast  pain,1
01805085311,1
swollwed a battery,1
nephritis,1
leg pain allergy,1
pustules' in both hands,1
periorbital oede,1
toxoplasmosis,1
p.alba,1
"vomititng,gerd",1
trauma to right lower limb above ankle,1
[peri orbital swelling,1
blurred vision when reading,1
abn behv,1
r e,1
"vomititng,body apin",1
palpita,1
trauma to l/toes,1
assault by student,1
burning pain abdomen,1
pustule in thigh,1
dog bite on 10/08,1
spasm r/sll,1
swoolen eye,1
s/r,1
poor orientation on study.,1
resp distress,1
lump at inqinal region,1
01803783461,1
vomiting 4d,1
wound healing,1
trauma to nasal brighe,1
"sinusitis,",1
"irritable ,vomiting",1
abration on ls ear,1
heamorrhoids,1
arvth dose,1
swallowed button battery,1
voming x 5times,1
post surgery,1
nasal bleeding yesterday,1
01802920437,1
sty in l upper eye lid,1
blood stained stool 2days,1
pain in rs radius.,1
"daa,",1
right eye lid swelling,1
less eating,1
unilateral parotid enlarged,1
01802606531,1
"abdomin pain,vomiting",1
low iq,1
